   0.00000000E+00   0.51481658-131
   0.23437500E-01   0.54885267-129
   0.46875000E-01   0.56409819-127
   0.70312500E-01   0.55891953-125
   0.93750000E-01   0.53387493-123
   0.11718750E+00   0.49161534-121
   0.14062500E+00   0.43642236-119
   0.16406250E+00   0.37349450-117
   0.18750000E+00   0.30814640-115
   0.21093750E+00   0.24509003-113
   0.23437500E+00   0.18792729-111
   0.25781250E+00   0.13891518-109
   0.28125000E+00   0.98993174-108
   0.30468750E+00   0.68007441-106
   0.32812500E+00   0.45040508-104
   0.35156250E+00   0.28757147-102
   0.37500000E+00   0.17700436-100
   0.39843750E+00   0.10503107E-98
   0.42187500E+00   0.60082402E-97
   0.44531250E+00   0.33133891E-95
   0.46875000E+00   0.17615430E-93
   0.49218750E+00   0.90283779E-92
   0.51562500E+00   0.44608936E-90
   0.53906250E+00   0.21248568E-88
   0.56250000E+00   0.97573776E-87
   0.58593750E+00   0.43194876E-85
   0.60937500E+00   0.18434315E-83
   0.63281250E+00   0.75843339E-82
   0.65625000E+00   0.30081781E-80
   0.67968750E+00   0.11502316E-78
   0.70312500E+00   0.42399694E-77
   0.72656250E+00   0.15067313E-75
   0.75000000E+00   0.51618401E-74
   0.77343750E+00   0.17047824E-72
   0.79687500E+00   0.54278647E-71
   0.82031250E+00   0.16660374E-69
   0.84375000E+00   0.49298774E-68
   0.86718750E+00   0.14063168E-66
   0.89062500E+00   0.38674604E-65
   0.91406250E+00   0.10253314E-63
   0.93750000E+00   0.26205851E-62
   0.96093750E+00   0.64569579E-61
   0.98437500E+00   0.15337455E-59
   0.10078125E+01   0.35121602E-58
   0.10312500E+01   0.77533785E-57
   0.10546875E+01   0.16500736E-55
   0.10781250E+01   0.33854103E-54
   0.11015625E+01   0.66959925E-53
   0.11250000E+01   0.12767747E-51
   0.11484375E+01   0.23469792E-50
   0.11718750E+01   0.41591049E-49
   0.11953125E+01   0.71053614E-48
   0.12187500E+01   0.11702217E-46
   0.12421875E+01   0.18580002E-45
   0.12656250E+01   0.28439308E-44
   0.12890625E+01   0.41965071E-43
   0.13125000E+01   0.59697007E-42
   0.13359375E+01   0.81867743E-41
   0.13593750E+01   0.10823525E-39
   0.13828125E+01   0.13794956E-38
   0.14062500E+01   0.16949916E-37
   0.14296875E+01   0.20077538E-36
   0.14531250E+01   0.22927095E-35
   0.14765625E+01   0.25239646E-34
   0.15000000E+01   0.26786325E-33
   0.15234375E+01   0.27405560E-32
   0.15468750E+01   0.27030861E-31
   0.15703125E+01   0.25702582E-30
   0.15937500E+01   0.23560759E-29
   0.16171875E+01   0.20820803E-28
   0.16406250E+01   0.17737864E-27
   0.16640625E+01   0.14568030E-26
   0.16875000E+01   0.11534426E-25
   0.17109375E+01   0.88041377E-25
   0.17343750E+01   0.64784829E-24
   0.17578125E+01   0.45957402E-23
   0.17812500E+01   0.31429197E-22
   0.18046875E+01   0.20720811E-21
   0.18281250E+01   0.13169700E-20
   0.18515625E+01   0.80693896E-20
   0.18750000E+01   0.47665169E-19
   0.18984375E+01   0.27142963E-18
   0.19218750E+01   0.14900781E-17
   0.19453125E+01   0.78859946E-17
   0.19687500E+01   0.40234589E-16
   0.19921875E+01   0.19789660E-15
   0.20156250E+01   0.93836705E-15
   0.20390625E+01   0.42894621E-14
   0.20625000E+01   0.18902906E-13
   0.20859375E+01   0.80306366E-13
   0.21093750E+01   0.32890240E-12
   0.21328125E+01   0.12986130E-11
   0.21562500E+01   0.49429719E-11
   0.21796875E+01   0.18138117E-10
   0.22031250E+01   0.64164069E-10
   0.22265625E+01   0.21882012E-09
   0.22500000E+01   0.71941301E-09
   0.22734375E+01   0.22801582E-08
   0.22968750E+01   0.69670243E-08
   0.23203125E+01   0.20522267E-07
   0.23437500E+01   0.58277244E-07
   0.23671875E+01   0.15953954E-06
   0.23906250E+01   0.42104966E-06
   0.24140625E+01   0.10712578E-05
   0.24375000E+01   0.26275458E-05
   0.24609375E+01   0.62130130E-05
   0.24843750E+01   0.14162825E-04
   0.25078125E+01   0.31123841E-04
   0.25312500E+01   0.65937450E-04
   0.25546875E+01   0.13466873E-03
   0.25781250E+01   0.26515330E-03
   0.26015625E+01   0.50329542E-03
   0.26250000E+01   0.92096808E-03
   0.26484375E+01   0.16246576E-02
   0.26718750E+01   0.27629610E-02
   0.26953125E+01   0.45298449E-02
   0.27187500E+01   0.71595805E-02
   0.27421875E+01   0.10909064E-01
   0.27656250E+01   0.16024447E-01
   0.27890625E+01   0.22692078E-01
   0.28125000E+01   0.30978554E-01
   0.28359375E+01   0.40770280E-01
   0.28593750E+01   0.51727549E-01
   0.28828125E+01   0.63269699E-01
   0.29062500E+01   0.74604546E-01
   0.29296875E+01   0.84806762E-01
   0.29531250E+01   0.92937573E-01
   0.29765625E+01   0.98185609E-01
   0.30000000E+01   0.10000000E+00
   0.30234375E+01   0.98185609E-01
   0.30468750E+01   0.92937573E-01
   0.30703125E+01   0.84806762E-01
   0.30937500E+01   0.74604546E-01
   0.31171875E+01   0.63269699E-01
   0.31406250E+01   0.51727549E-01
   0.31640625E+01   0.40770280E-01
   0.31875000E+01   0.30978554E-01
   0.32109375E+01   0.22692078E-01
   0.32343750E+01   0.16024447E-01
   0.32578125E+01   0.10909064E-01
   0.32812500E+01   0.71595805E-02
   0.33046875E+01   0.45298449E-02
   0.33281250E+01   0.27629610E-02
   0.33515625E+01   0.16246576E-02
   0.33750000E+01   0.92096808E-03
   0.33984375E+01   0.50329542E-03
   0.34218750E+01   0.26515330E-03
   0.34453125E+01   0.13466873E-03
   0.34687500E+01   0.65937450E-04
   0.34921875E+01   0.31123841E-04
   0.35156250E+01   0.14162825E-04
   0.35390625E+01   0.62130130E-05
   0.35625000E+01   0.26275458E-05
   0.35859375E+01   0.10712578E-05
   0.36093750E+01   0.42104966E-06
   0.36328125E+01   0.15953954E-06
   0.36562500E+01   0.58277244E-07
   0.36796875E+01   0.20522267E-07
   0.37031250E+01   0.69670243E-08
   0.37265625E+01   0.22801582E-08
   0.37500000E+01   0.71941301E-09
   0.37734375E+01   0.21882012E-09
   0.37968750E+01   0.64164069E-10
   0.38203125E+01   0.18138117E-10
   0.38437500E+01   0.49429719E-11
   0.38671875E+01   0.12986130E-11
   0.38906250E+01   0.32890240E-12
   0.39140625E+01   0.80306366E-13
   0.39375000E+01   0.18902906E-13
   0.39609375E+01   0.42894621E-14
   0.39843750E+01   0.93836705E-15
   0.40078125E+01   0.19789660E-15
   0.40312500E+01   0.40234589E-16
   0.40546875E+01   0.78859946E-17
   0.40781250E+01   0.14900781E-17
   0.41015625E+01   0.27142963E-18
   0.41250000E+01   0.47665169E-19
   0.41484375E+01   0.80693896E-20
   0.41718750E+01   0.13169700E-20
   0.41953125E+01   0.20720811E-21
   0.42187500E+01   0.31429197E-22
   0.42421875E+01   0.45957402E-23
   0.42656250E+01   0.64784829E-24
   0.42890625E+01   0.88041377E-25
   0.43125000E+01   0.11534426E-25
   0.43359375E+01   0.14568030E-26
   0.43593750E+01   0.17737864E-27
   0.43828125E+01   0.20820803E-28
   0.44062500E+01   0.23560759E-29
   0.44296875E+01   0.25702582E-30
   0.44531250E+01   0.27030861E-31
   0.44765625E+01   0.27405560E-32
   0.45000000E+01   0.26786325E-33
   0.45234375E+01   0.25239646E-34
   0.45468750E+01   0.22927095E-35
   0.45703125E+01   0.20077538E-36
   0.45937500E+01   0.16949916E-37
   0.46171875E+01   0.13794956E-38
   0.46406250E+01   0.10823525E-39
   0.46640625E+01   0.81867743E-41
   0.46875000E+01   0.59697007E-42
   0.47109375E+01   0.41965071E-43
   0.47343750E+01   0.28439308E-44
   0.47578125E+01   0.18580002E-45
   0.47812500E+01   0.11702217E-46
   0.48046875E+01   0.71053614E-48
   0.48281250E+01   0.41591049E-49
   0.48515625E+01   0.23469792E-50
   0.48750000E+01   0.12767747E-51
   0.48984375E+01   0.66959925E-53
   0.49218750E+01   0.33854103E-54
   0.49453125E+01   0.16500736E-55
   0.49687500E+01   0.77533785E-57
   0.49921875E+01   0.35121602E-58
   0.50156250E+01   0.15337455E-59
   0.50390625E+01   0.64569579E-61
   0.50625000E+01   0.26205851E-62
   0.50859375E+01   0.10253314E-63
   0.51093750E+01   0.38674604E-65
