   0.51328125E+01   0.14063168E-66
   0.51562500E+01   0.49298774E-68
   0.51796875E+01   0.16660374E-69
   0.52031250E+01   0.54278647E-71
   0.52265625E+01   0.17047824E-72
   0.52500000E+01   0.51618401E-74
   0.52734375E+01   0.15067313E-75
   0.52968750E+01   0.42399694E-77
   0.53203125E+01   0.11502316E-78
   0.53437500E+01   0.30081781E-80
   0.53671875E+01   0.75843339E-82
   0.53906250E+01   0.18434315E-83
   0.54140625E+01   0.43194876E-85
   0.54375000E+01   0.97573776E-87
   0.54609375E+01   0.21248568E-88
   0.54843750E+01   0.44608936E-90
   0.55078125E+01   0.90283779E-92
   0.55312500E+01   0.17615430E-93
   0.55546875E+01   0.33133891E-95
   0.55781250E+01   0.60082402E-97
   0.56015625E+01   0.10503107E-98
   0.56250000E+01   0.17700436-100
   0.56484375E+01   0.28757147-102
   0.56718750E+01   0.45040508-104
   0.56953125E+01   0.68007441-106
   0.57187500E+01   0.98993174-108
   0.57421875E+01   0.13891518-109
   0.57656250E+01   0.18792729-111
   0.57890625E+01   0.24509003-113
   0.58125000E+01   0.30814640-115
   0.58359375E+01   0.37349450-117
   0.58593750E+01   0.43642236-119
   0.58828125E+01   0.49161534-121
   0.59062500E+01   0.53387493-123
   0.59296875E+01   0.55891953-125
   0.59531250E+01   0.56409819-127
   0.59765625E+01   0.54885267-129
